CSI_DATA: gC, idS, sC, sC_M, bc1, bc2, bcM1, retry, RSSI1, RSSI2, tCSI1_S, tCSI2_S, tdma_S, t_M(ms), dt_rxM, tin_cycle, [data]
CSI_DATA: 21,3,4,4,4,3,7,0,-39,-38,5027.666,5031.452,13.932,5200.116,5200.116,15.361,"[-7,-18,-8,-18,-7,-16,-6,-18,-6,-16,-6,-15,-6,-15,-5,-14,-5,-13,-6,-13,-6,-13,-7,-12,-7,-12,-7,-12,-6,-12,-7,-11,-7,-11,-6,-10,-7,-10,-7,-11,-7,-11,-7,-10,-7,-10,-8,-10,-8,-11,-8,-10,0,0,-8,-10,-8,-10,-9,-10,-8,-9,-8,-10,-8,-10,-9,-10,-8,-10,-9,-9,-9,-9,-10,-9,-9,-9,-10,-10,-10,-10,-10,-10,-11,-10,-11,-11,-11,-11,-11,-12,-11,-12,-10,-13,-10,-13,-10,-15,-10,-15,-9,-15,-8,-16,0,0,12,-1,11,-2,11,-4,12,-4,10,-4,10,-4,9,-4,9,-4,8,-5,7,-6,7,-6,6,-6,5,-7,4,-7,4,-7,3,-8,2,-8,1,-8,0,-8,0,-8,0,-8,-1,-8,-1,-8,-3,-8,-3,-9,-3,-9,0,0,-4,-8,-4,-8,-5,-8,-5,-8,-6,-8,-6,-9,-6,-9,-6,-9,-6,-9,-6,-10,-7,-10,-6,-10,-6,-11,-6,-12,-6,-12,-6,-13,-6,-13,-5,-14,-4,-15,-3,-15,-2,-16,-1,-16,0,-17,0,-18,2,-18,3,-19,0,0]"
CSI_DATA: 22,5,8,8,7,7,7,0,-31,-31,5026.736,5030.523,305.920,5492.67,5492.67,307.312,"[16,10,17,10,17,9,18,12,17,11,18,11,17,11,17,10,17,12,17,10,19,12,19,11,18,11,18,11,17,12,18,10,17,10,16,10,18,10,17,10,17,11,17,10,16,10,18,8,18,9,19,8,0,0,18,7,18,8,19,8,18,6,18,8,19,8,18,8,18,7,18,8,17,7,18,7,16,7,17,7,17,7,16,7,17,7,17,6,17,7,15,7,15,7,15,7,14,7,14,7,15,7,13,7,13,7,0,0,-5,-13,-6,-13,-7,-12,-7,-14,-7,-13,-7,-14,-8,-14,-8,-13,-8,-14,-8,-13,-9,-15,-9,-15,-9,-15,-9,-15,-8,-16,-10,-15,-9,-15,-9,-15,-9,-15,-8,-16,-8,-17,-8,-16,-6,-17,-8,-16,-8,-17,-8,-17,0,0,-8,-16,-7,-17,-8,-17,-7,-16,-6,-16,-6,-17,-5,-16,-5,-15,-5,-15,-5,-15,-5,-15,-4,-14,-4,-13,-5,-13,-4,-13,-5,-13,-5,-12,-5,-12,-5,-12,-5,-12,-5,-12,-5,-11,-5,-11,-6,-12,-5,-12,-6,-12,0,0]"
CSI_DATA: 23,4,8,8,7,7,7,0,-34,-30,5030.335,5034.122,306.48,5546.536,5546.536,361.781,"[16,-8,15,-8,15,-8,17,-7,15,-6,15,-6,14,-5,13,-5,13,-4,13,-5,14,-5,12,-5,12,-4,12,-4,12,-3,11,-4,10,-4,10,-4,10,-4,10,-3,10,-3,9,-3,9,-3,9,-4,9,-4,8,-4,0,0,7,-4,7,-4,7,-5,6,-4,6,-4,6,-5,5,-5,5,-5,5,-6,4,-6,5,-7,5,-7,5,-7,5,-8,5,-8,5,-9,6,-9,5,-9,6,-9,6,-9,7,-9,7,-9,7,-9,7,-10,8,-10,8,-10,0,0,-2,-8,-3,-8,-4,-8,-5,-9,-5,-9,-5,-9,-6,-9,-6,-9,-6,-10,-6,-9,-7,-10,-8,-10,-8,-10,-8,-10,-8,-10,-10,-10,-10,-9,-10,-8,-11,-8,-11,-8,-11,-9,-12,-8,-12,-8,-13,-6,-15,-8,-16,-7,0,0,-16,-5,-17,-6,-18,-5,-18,-4,-18,-5,-20,-4,-20,-4,-20,-4,-22,-3,-21,-3,-24,-2,-23,-3,-24,-3,-25,-3,-25,-3,-27,-3,-27,-3,-28,-4,-28,-5,-27,-6,-28,-7,-27,-7,-27,-8,-28,-8,-27,-10,-26,-11,0,0]"
CSI_DATA: 24,6,6,6,7,5,7,0,-40,-33,5028.169,5031.956,306.394,5611.628,5611.628,426.873,"[-4,-10,-5,-9,-7,-8,-8,-8,-8,-6,-9,-6,-11,-4,-10,-2,-12,-2,-12,0,-14,1,-14,3,-14,4,-15,4,-15,4,-15,7,-14,7,-14,7,-14,8,-14,7,-13,7,-13,8,-11,7,-10,8,-10,7,-9,7,0,0,-7,6,-7,5,-6,4,-4,3,-3,2,-3,1,-2,-1,-1,-2,0,-4,1,-6,1,-9,2,-10,3,-12,4,-15,5,-16,6,-21,6,-22,7,-25,9,-27,10,-28,12,-31,14,-32,14,-34,15,-37,18,-37,19,-38,0,0,-3,15,-2,14,0,14,-1,14,-1,12,-1,11,0,10,0,10,0,9,2,8,2,8,2,7,3,6,3,5,3,4,3,3,3,2,3,1,4,1,3,0,4,-1,4,-2,4,-2,4,-4,4,-5,4,-6,0,0,4,-7,5,-8,5,-9,4,-10,5,-11,5,-12,5,-13,5,-13,6,-14,6,-15,6,-17,6,-17,7,-17,7,-18,8,-17,9,-18,9,-19,9,-18,10,-17,11,-17,12,-17,12,-17,12,-17,12,-17,13,-16,13,-15,0,0]"
CSI_DATA: 25,4,9,9,8,8,8,0,-34,-31,5770.320,5774.79,305.633,6232.273,6232.273,307.517,"[-12,16,-11,16,-10,16,-13,16,-12,15,-12,14,-13,14,-12,12,-12,12,-11,12,-12,13,-11,12,-11,12,-11,11,-11,10,-10,12,-9,11,-10,10,-9,10,-10,10,-9,9,-9,9,-9,8,-7,9,-8,9,-7,9,0,0,-6,8,-6,8,-5,9,-4,9,-4,9,-4,9,-3,9,-3,9,-3,10,-2,10,-2,11,-2,11,-2,11,-2,12,-2,12,-2,13,-2,13,-3,14,-3,13,-3,13,-4,13,-4,13,-4,13,-3,14,-4,13,-5,13,0,0,6,6,7,6,8,5,8,6,9,6,8,6,9,6,9,6,9,6,9,5,10,6,10,5,10,5,10,5,9,5,11,3,10,2,10,2,10,1,10,1,11,0,11,-1,11,-1,11,-3,12,-3,13,-4,0,0,12,-6,14,-7,13,-8,14,-8,14,-8,14,-10,14,-10,14,-10,15,-12,15,-13,16,-14,16,-14,17,-14,17,-15,18,-16,18,-17,20,-18,20,-17,21,-18,22,-17,23,-16,23,-16,25,-16,25,-16,27,-13,26,-13,0,0]"
CSI_DATA: 26,5,9,9,8,8,8,0,-33,-30,5766.720,5770.478,305.502,6284.206,6284.206,359.450,"[22,6,22,6,23,5,24,7,22,7,22,7,22,7,21,6,21,7,20,6,23,7,22,6,22,6,21,6,20,8,22,5,19,4,19,6,19,4,19,6,19,6,19,4,18,5,19,2,19,4,19,2,0,0,18,2,19,2,19,2,18,1,18,2,19,2,18,2,17,2,18,2,17,1,18,1,17,1,17,1,17,1,17,1,17,0,18,1,17,1,17,2,16,2,16,3,16,3,16,4,17,3,15,4,15,5,0,0,3,-13,1,-12,1,-13,2,-14,1,-13,1,-13,1,-14,1,-13,0,-13,1,-14,1,-15,0,-15,1,-15,1,-14,2,-14,0,-16,-1,-15,0,-15,0,-15,0,-15,2,-15,0,-15,2,-15,-1,-15,1,-17,0,-16,0,0,0,-16,1,-16,1,-16,0,-16,2,-15,1,-15,2,-15,2,-15,1,-15,1,-14,1,-15,2,-14,2,-14,2,-13,1,-14,1,-14,1,-14,1,-13,1,-14,1,-13,2,-14,2,-13,2,-14,2,-13,3,-13,3,-13,0,0]"
CSI_DATA: 27,5,10,10,9,9,9,0,-34,-32,6506.700,6510.521,305.916,6972.32,6972.32,307.276,"[-17,12,-18,12,-15,12,-19,13,-17,11,-18,12,-17,11,-17,11,-17,11,-15,11,-17,12,-17,12,-16,12,-16,12,-17,11,-16,12,-15,12,-15,10,-15,12,-15,11,-15,11,-14,11,-14,10,-13,13,-14,12,-14,14,0,0,-13,13,-13,12,-14,14,-13,12,-14,13,-14,13,-14,13,-14,13,-14,13,-13,11,-13,13,-13,11,-13,11,-14,12,-13,11,-13,12,-13,11,-13,11,-13,10,-13,10,-13,9,-13,9,-13,8,-13,9,-13,8,-14,7,0,0,0,17,1,16,2,17,2,18,2,17,2,17,2,17,1,16,2,17,3,16,2,18,3,18,3,18,3,18,1,18,3,19,3,18,2,18,3,18,1,19,0,19,1,19,0,19,2,19,1,20,1,20,0,0,1,19,0,20,0,19,0,19,-1,18,-2,18,-2,17,-2,16,-2,16,-1,16,-1,16,-1,14,-1,14,-1,13,0,13,0,14,0,14,1,13,1,13,1,13,1,14,1,13,1,14,2,14,1,15,0,15,0,0]"
CSI_DATA: 28,4,10,10,9,9,9,0,-35,-32,6510.301,6514.122,306.46,7025.38,7025.38,360.282,"[-21,4,-21,4,-19,5,-23,3,-20,2,-21,2,-19,1,-18,1,-17,1,-16,1,-18,1,-16,2,-16,1,-15,1,-15,0,-14,2,-14,2,-13,1,-14,2,-13,1,-13,1,-13,2,-11,1,-11,2,-12,2,-11,2,0,0,-10,2,-9,2,-9,3,-8,3,-8,3,-8,3,-7,4,-6,5,-6,5,-6,6,-6,7,-6,7,-6,8,-6,8,-6,9,-6,10,-7,10,-7,11,-8,10,-8,11,-8,11,-9,11,-9,10,-9,13,-10,11,-11,12,0,0,-11,-1,-11,0,-12,1,-13,1,-13,1,-13,1,-14,1,-14,1,-15,1,-14,1,-15,2,-15,2,-15,2,-15,2,-15,1,-15,3,-14,4,-14,3,-13,4,-14,4,-14,4,-13,5,-13,5,-12,8,-14,8,-13,9,0,0,-13,10,-14,11,-13,11,-13,12,-12,12,-13,13,-13,14,-12,14,-13,15,-12,16,-12,18,-12,17,-13,18,-13,19,-14,20,-14,22,-14,23,-15,22,-17,23,-18,22,-19,23,-20,21,-21,23,-21,23,-23,21,-24,20,0,0]"
CSI_DATA: 29,6,8,8,9,7,9,0,-41,-31,6508.135,6511.957,306.391,7089.865,7089.865,425.109,"[5,-7,5,-7,4,-7,5,-9,3,-7,3,-8,2,-8,1,-8,1,-9,1,-9,0,-11,-1,-11,0,-12,0,-12,0,-13,-1,-13,0,-13,0,-13,1,-14,2,-14,3,-14,2,-14,3,-12,2,-13,3,-13,3,-13,0,0,3,-11,2,-10,2,-11,2,-9,2,-9,1,-8,1,-8,1,-7,0,-7,-1,-6,-1,-5,-1,-5,-3,-5,-3,-4,-4,-3,-6,-3,-7,-2,-8,-2,-10,-2,-11,-3,-12,-4,-13,-5,-13,-6,-15,-7,-15,-8,-16,-10,0,0,3,-19,3,-18,1,-18,2,-19,2,-17,1,-16,1,-15,1,-14,0,-14,-1,-14,-1,-14,-1,-13,-2,-13,-2,-12,-2,-11,-3,-11,-4,-10,-4,-9,-5,-9,-5,-8,-5,-8,-6,-7,-6,-7,-8,-6,-8,-6,-8,-5,0,0,-9,-4,-10,-4,-11,-3,-11,-2,-12,-2,-13,-2,-14,-1,-14,-1,-14,-1,-15,-1,-17,0,-17,-1,-18,-1,-18,-1,-19,-1,-20,-1,-21,-2,-21,-3,-21,-4,-21,-4,-22,-5,-21,-6,-22,-7,-22,-7,-21,-10,-20,-10,0,0]"
CSI_DATA: 30,3,5,5,5,4,10,0,-38,-37,7247.631,7251.458,13.870,7420.124,7420.124,15.368,"[4,15,5,15,5,13,4,15,4,13,3,13,3,12,2,11,2,11,3,11,3,11,3,10,3,11,4,10,2,10,4,9,3,9,3,8,3,8,2,9,2,9,3,8,2,8,4,7,3,8,4,7,0,0,4,7,4,7,4,7,4,6,4,6,4,6,4,6,4,6,5,6,5,5,6,5,5,5,6,5,7,5,7,5,7,5,8,6,8,7,7,7,7,8,7,8,7,9,7,10,8,10,7,10,6,11,0,0,12,4,12,3,12,1,13,2,12,1,12,1,11,0,10,0,10,-1,9,-2,10,-2,9,-3,8,-4,8,-5,8,-5,7,-6,6,-6,6,-6,6,-7,5,-8,5,-7,4,-8,4,-7,3,-8,3,-8,3,-9,0,0,2,-9,1,-9,0,-10,0,-9,0,-10,0,-10,0,-10,0,-10,0,-10,0,-11,0,-12,1,-11,1,-11,1,-12,2,-11,3,-12,3,-12,5,-12,6,-11,7,-10,8,-10,9,-9,9,-8,11,-8,12,-5,12,-5,0,0]"
CSI_DATA: 31,5,11,11,10,10,10,0,-34,-35,7246.704,7250.531,305.853,7712.95,7712.95,307.339,"[-19,-6,-20,-5,-19,-4,-21,-6,-19,-6,-20,-6,-19,-6,-18,-7,-18,-7,-17,-5,-20,-6,-19,-5,-20,-5,-19,-5,-19,-6,-19,-5,-18,-4,-17,-5,-18,-4,-18,-5,-17,-6,-18,-5,-16,-5,-18,-2,-19,-3,-19,-3,0,0,-18,-3,-17,-3,-19,-3,-17,-2,-18,-3,-18,-3,-18,-4,-17,-3,-18,-3,-16,-2,-17,-1,-16,-3,-17,-3,-17,-3,-16,-3,-17,-2,-16,-2,-16,-3,-15,-3,-15,-3,-15,-4,-15,-4,-14,-4,-15,-3,-14,-4,-13,-4,0,0,2,-13,1,-14,0,-13,1,-16,0,-15,0,-16,0,-16,0,-15,0,-17,0,-16,1,-19,0,-19,1,-19,1,-18,3,-19,1,-20,0,-19,2,-18,1,-19,2,-19,4,-19,3,-18,4,-17,2,-18,4,-19,3,-19,0,0,3,-17,4,-16,4,-17,3,-15,4,-15,4,-14,4,-13,3,-12,3,-12,2,-11,2,-11,1,-10,0,-9,0,-9,-1,-9,-2,-9,-3,-9,-4,-9,-4,-9,-5,-9,-6,-9,-6,-9,-7,-10,-8,-10,-7,-12,-8,-13,0,0]"
CSI_DATA: 32,5,12,12,11,11,11,0,-36,-32,7986.703,7990.551,305.905,8452.156,8452.156,307.399,"[19,-12,19,-13,17,-14,20,-13,18,-12,19,-12,19,-11,18,-11,19,-10,17,-11,19,-12,18,-12,18,-11,17,-11,18,-9,17,-11,16,-10,16,-9,16,-10,16,-9,16,-8,15,-9,15,-8,14,-10,16,-10,15,-10,0,0,14,-9,14,-9,14,-9,13,-9,14,-8,14,-8,14,-7,13,-6,13,-6,11,-6,12,-7,10,-5,10,-5,10,-5,9,-4,9,-4,8,-4,8,-4,7,-4,7,-4,6,-3,6,-3,6,-3,5,-3,5,-3,4,-3,0,0,-17,-7,-17,-7,-17,-5,-19,-7,-18,-6,-18,-7,-18,-7,-18,-6,-18,-7,-18,-6,-20,-7,-20,-6,-20,-7,-20,-7,-19,-9,-21,-8,-20,-8,-18,-9,-19,-8,-19,-10,-18,-11,-18,-9,-17,-10,-18,-8,-19,-10,-19,-9,0,0,-18,-9,-18,-10,-18,-9,-17,-9,-17,-9,-16,-9,-16,-9,-15,-9,-15,-9,-15,-8,-16,-8,-14,-8,-14,-7,-15,-7,-14,-7,-15,-6,-15,-5,-15,-5,-15,-6,-14,-5,-15,-6,-15,-6,-16,-6,-16,-5,-16,-7,-17,-7,0,0]"
CSI_DATA: 33,3,6,6,5,5,12,0,-38,-38,7247.631,8734.243,16.567,8902.995,8902.995,18.202,"[4,15,5,15,5,13,4,15,4,13,3,13,3,12,2,11,2,11,3,11,3,11,3,10,3,11,4,10,2,10,4,9,3,9,3,8,3,8,2,9,2,9,3,8,2,8,4,7,3,8,4,7,0,0,4,7,4,7,4,7,4,6,4,6,4,6,4,6,4,6,5,6,5,5,6,5,5,5,6,5,7,5,7,5,7,5,8,6,8,7,7,7,7,8,7,8,7,9,7,10,8,10,7,10,6,11,0,0,-10,-8,-10,-7,-11,-5,-11,-6,-11,-5,-10,-5,-10,-4,-9,-3,-10,-2,-9,-1,-9,-1,-8,0,-8,1,-8,2,-7,2,-7,3,-6,3,-6,4,-5,5,-5,5,-5,5,-4,6,-4,6,-2,7,-3,7,-2,8,0,0,-1,8,0,9,0,9,0,9,1,9,1,10,1,10,1,10,1,11,1,11,2,12,1,11,0,12,0,12,-1,12,-2,13,-2,12,-3,12,-4,12,-5,11,-6,11,-7,9,-8,9,-8,9,-10,7,-10,6,0,0]"
CSI_DATA: 34,5,13,13,12,12,12,0,-36,-39,8726.740,8733.318,315.628,9202.131,9202.131,317.338,"[-14,-15,-14,-15,-15,-14,-15,-17,-14,-16,-13,-15,-13,-15,-13,-15,-13,-15,-13,-14,-14,-15,-14,-14,-14,-15,-14,-14,-13,-15,-14,-14,-13,-12,-13,-12,-14,-12,-13,-12,-13,-13,-14,-11,-13,-11,-15,-10,-16,-11,-16,-10,0,0,-16,-9,-17,-10,-18,-9,-17,-9,-17,-10,-18,-10,-18,-10,-18,-10,-18,-11,-17,-10,-19,-10,-17,-10,-17,-11,-18,-11,-17,-11,-17,-11,-17,-11,-17,-11,-16,-11,-16,-12,-15,-12,-15,-12,-14,-13,-15,-13,-13,-13,-13,-13,0,0,12,1,13,-1,14,-1,16,0,17,-1,17,0,18,0,18,0,20,1,20,0,23,1,23,0,23,1,23,2,23,4,25,2,23,2,23,4,24,3,23,5,24,6,23,5,23,6,23,3,24,5,24,5,0,0,21,5,21,5,21,5,19,4,18,4,18,4,16,3,14,2,14,1,13,-1,12,-3,11,-3,10,-5,10,-7,10,-9,11,-11,10,-13,11,-14,12,-15,13,-16,14,-19,15,-19,16,-21,17,-22,21,-21,23,-22,0,0]"
CSI_DATA: 35,6,9,9,11,8,12,0,-39,-29,8728.178,8734.757,316.121,9262.126,9262.126,377.333,"[-6,6,-6,7,-5,8,-6,9,-5,9,-5,10,-5,10,-4,11,-5,11,-4,12,-4,14,-4,14,-4,14,-4,14,-5,14,-5,14,-4,14,-4,13,-4,14,-6,13,-6,13,-5,12,-5,11,-4,11,-5,11,-4,11,0,0,-3,9,-2,8,-2,8,-1,7,-1,7,-1,6,0,5,1,4,1,4,2,2,3,2,4,1,5,0,6,-1,7,-1,8,-2,10,-3,11,-3,12,-2,14,-2,15,-2,17,-1,18,0,20,0,20,3,21,3,0,0,12,-2,12,-3,11,-4,11,-3,10,-4,10,-3,9,-4,8,-5,8,-4,6,-5,7,-6,6,-6,5,-6,4,-6,4,-6,3,-7,2,-7,2,-7,1,-8,1,-8,0,-8,-1,-8,-1,-8,-3,-9,-3,-10,-4,-10,0,0,-5,-11,-5,-11,-6,-12,-7,-11,-7,-12,-8,-12,-8,-13,-8,-13,-9,-14,-9,-14,-11,-15,-10,-15,-10,-15,-11,-16,-10,-17,-11,-18,-11,-17,-11,-19,-10,-20,-9,-19,-9,-20,-7,-20,-7,-20,-7,-21,-5,-22,-4,-21,0,0]"
CSI_DATA: 36,3,7,7,6,6,13,0,-41,-36,9467.622,9471.469,13.973,9640.221,9640.221,15.464,"[-3,13,-3,14,-1,13,-2,13,-2,12,-2,11,-2,10,-2,10,-2,9,0,8,0,8,0,8,1,7,1,6,1,6,2,6,2,5,2,4,2,4,2,3,3,3,3,2,3,2,4,1,4,0,4,0,0,0,5,-1,5,-2,6,-3,6,-3,7,-3,7,-4,7,-5,7,-4,8,-5,8,-6,9,-7,9,-7,10,-7,11,-7,10,-7,12,-8,12,-8,13,-7,13,-7,13,-6,14,-6,14,-5,15,-5,15,-6,15,-4,14,-3,0,0,-6,11,-5,12,-4,12,-4,12,-4,11,-3,12,-3,11,-2,11,-2,11,-1,10,0,11,1,10,1,9,2,9,2,8,4,8,4,7,4,7,5,6,6,6,6,6,7,5,7,5,8,4,9,4,9,3,0,0,9,2,10,2,10,2,10,1,10,1,11,1,11,0,11,0,12,0,12,-1,13,-1,13,0,13,0,14,0,15,1,15,1,16,2,16,2,15,4,15,5,15,6,15,7,15,8,15,8,13,10,12,11,0,0]"
CSI_DATA: 37,5,14,14,13,13,13,0,-36,-42,9466.698,9470.545,305.950,9932.74,9932.74,307.317,"[-22,-4,-22,-3,-22,-2,-23,-4,-22,-4,-22,-4,-22,-4,-20,-4,-20,-4,-19,-3,-21,-4,-21,-2,-20,-3,-20,-3,-19,-4,-20,-2,-18,-2,-18,-3,-18,-2,-18,-3,-18,-3,-18,-2,-17,-3,-18,-1,-18,-2,-18,-1,0,0,-17,-1,-17,-2,-18,-2,-17,-1,-17,-3,-17,-3,-16,-3,-15,-3,-15,-3,-14,-4,-14,-3,-13,-4,-13,-4,-12,-4,-11,-4,-11,-3,-11,-3,-10,-4,-9,-4,-9,-3,-8,-3,-8,-4,-7,-3,-8,-3,-7,-3,-6,-3,0,0,6,-3,6,-4,6,-6,7,-7,8,-8,8,-8,8,-9,9,-9,10,-10,9,-11,11,-13,12,-14,11,-14,11,-13,12,-13,12,-15,11,-14,11,-14,10,-14,11,-14,11,-13,11,-13,11,-12,9,-14,10,-13,8,-14,0,0,7,-12,7,-11,5,-12,4,-10,3,-9,2,-9,1,-8,-2,-7,-2,-6,-5,-6,-8,-5,-9,-5,-11,-5,-13,-5,-15,-5,-18,-5,-20,-5,-22,-6,-24,-7,-25,-9,-27,-10,-27,-12,-30,-13,-32,-13,-31,-17,-32,-19,0,0]"
CSI_DATA: 38,3,8,8,7,7,14,0,-39,-37,10207.592,10211.693,14.167,10384.545,10384.545,19.788,"[-7,-17,-7,-17,-7,-16,-6,-17,-6,-15,-5,-14,-5,-13,-4,-12,-5,-11,-5,-10,-5,-10,-5,-9,-5,-8,-6,-8,-5,-8,-6,-7,-6,-6,-6,-5,-7,-4,-7,-5,-7,-4,-7,-3,-7,-3,-8,-2,-9,-2,-9,-1,0,0,-10,-1,-10,0,-11,0,-10,0,-11,0,-12,0,-12,0,-12,1,-12,1,-12,1,-13,2,-13,1,-14,1,-15,2,-15,2,-15,2,-16,2,-16,1,-16,0,-16,-1,-16,-2,-16,-2,-16,-3,-17,-3,-16,-4,-15,-4,0,0,-5,13,-4,13,-3,13,-3,14,-3,13,-2,13,-1,12,-1,11,-1,11,0,10,1,10,2,10,2,9,3,8,3,7,4,7,5,6,5,6,6,5,5,5,6,5,6,4,6,3,7,2,7,2,8,1,0,0,8,1,8,0,9,0,8,-1,9,-1,9,-1,9,-1,9,-1,10,-2,10,-2,12,-2,11,-1,11,-1,12,0,12,0,13,1,13,1,13,3,13,4,12,5,13,6,12,6,12,8,11,9,10,10,9,11,0,0]"
CSI_DATA: 39,5,15,15,14,14,14,0,-39,-31,10206.669,10210.770,305.915,10672.127,10672.127,307.370,"[20,15,20,14,20,14,21,16,19,15,18,15,17,15,16,14,15,14,15,13,16,14,16,12,16,13,15,12,13,13,14,12,12,10,12,10,13,9,11,10,11,9,11,9,10,8,11,7,11,8,11,7,0,0,10,6,10,5,10,5,9,5,9,5,9,5,8,5,7,4,7,4,6,4,7,3,5,2,5,2,5,2,4,2,4,1,4,1,3,0,3,0,3,0,2,0,2,0,2,-1,1,-1,1,-1,0,-2,0,0,-2,-14,-2,-15,-3,-14,-3,-17,-3,-16,-3,-17,-3,-16,-4,-17,-3,-17,-4,-17,-4,-19,-5,-19,-5,-19,-4,-19,-3,-19,-5,-20,-5,-19,-4,-19,-5,-19,-5,-20,-4,-20,-4,-20,-3,-19,-6,-19,-5,-21,-6,-21,0,0,-6,-20,-6,-21,-6,-22,-6,-20,-5,-21,-6,-21,-6,-21,-6,-20,-6,-20,-6,-19,-8,-21,-6,-20,-7,-19,-8,-20,-8,-19,-9,-21,-9,-20,-9,-21,-9,-22,-9,-21,-8,-22,-8,-22,-8,-23,-9,-24,-7,-25,-6,-26,0,0]"
CSI_DATA: 40,4,12,12,10,11,14,0,-37,-31,7250.306,10214.375,306.48,10725.524,10725.524,360.767,"[-12,14,-12,14,-11,14,-13,14,-13,13,-12,12,-12,11,-12,11,-12,10,-11,10,-12,10,-11,10,-11,10,-10,9,-10,8,-9,9,-8,8,-9,8,-8,8,-9,7,-9,7,-8,7,-8,6,-7,7,-7,7,-7,7,0,0,-6,6,-5,6,-5,6,-4,5,-4,5,-3,5,-3,5,-2,5,-1,6,-1,6,0,6,0,6,1,6,1,7,1,7,2,8,2,9,2,9,2,9,2,10,2,10,2,10,3,11,3,12,3,12,2,13,0,0,9,8,9,8,9,7,10,8,10,8,10,8,10,7,10,7,10,7,10,6,11,7,12,7,11,6,11,6,10,7,12,6,11,5,10,5,11,4,11,4,11,4,11,3,11,3,12,1,13,1,14,0,0,0,14,-1,14,-1,15,-2,15,-2,15,-2,16,-2,16,-2,16,-3,17,-3,17,-4,18,-5,18,-4,18,-5,19,-5,19,-5,21,-5,21,-5,22,-5,22,-4,22,-3,24,-3,23,-2,24,-1,24,-2,24,1,24,1,0,0]"
CSI_DATA: 41,3,9,9,8,8,15,0,-39,-37,10947.607,10951.446,13.964,11120.80,11120.80,15.324,"[-14,-9,-14,-8,-13,-7,-13,-8,-12,-7,-11,-7,-10,-6,-9,-6,-9,-6,-8,-4,-9,-4,-8,-3,-8,-2,-8,-2,-8,-1,-7,0,-6,0,-7,1,-7,1,-7,2,-7,2,-6,3,-6,3,-6,4,-7,5,-6,6,0,0,-6,6,-6,7,-7,7,-6,8,-7,8,-7,9,-7,8,-7,9,-7,10,-6,9,-7,12,-7,11,-7,11,-8,12,-8,12,-8,13,-9,14,-10,13,-11,13,-11,12,-12,11,-13,11,-13,11,-13,11,-14,10,-14,10,0,0,-4,-12,-5,-11,-6,-10,-6,-11,-7,-9,-6,-9,-7,-8,-7,-7,-7,-7,-8,-5,-8,-6,-9,-4,-9,-3,-9,-3,-9,-2,-9,-1,-9,0,-9,0,-9,2,-9,2,-9,2,-9,3,-9,3,-8,5,-9,5,-9,6,0,0,-8,7,-8,7,-8,8,-7,8,-8,8,-8,9,-8,9,-8,10,-8,10,-8,10,-8,11,-9,10,-9,10,-10,10,-10,9,-11,10,-11,9,-12,9,-13,8,-12,6,-13,5,-13,4,-13,3,-14,2,-13,0,-13,-1,0,0]"
CSI_DATA: 42,5,16,16,15,15,15,0,-34,-33,10946.685,10950.523,305.954,11412.157,11412.157,307.401,"[-22,0,-21,0,-22,2,-23,1,-22,0,-21,1,-21,1,-20,1,-20,1,-20,1,-21,1,-20,2,-21,2,-19,2,-19,1,-19,3,-17,3,-17,3,-17,4,-17,3,-17,3,-16,4,-16,3,-16,5,-16,5,-16,6,0,0,-15,6,-16,6,-15,7,-15,7,-16,6,-16,6,-16,6,-16,6,-16,6,-15,5,-16,6,-15,4,-15,4,-15,4,-15,3,-14,3,-15,2,-14,1,-13,1,-12,0,-12,-1,-11,-2,-10,-3,-10,-3,-8,-4,-7,-4,0,0,12,14,14,14,14,12,15,15,14,14,14,15,14,14,13,14,13,15,13,13,15,15,15,14,15,15,14,15,13,15,15,15,14,14,13,14,14,15,14,15,13,16,14,15,12,15,14,14,14,17,14,16,0,0,13,16,13,16,13,17,12,15,11,16,11,17,10,16,9,15,9,15,8,14,9,14,7,13,7,12,7,11,7,10,8,10,9,9,10,9,10,9,10,8,11,8,12,8,13,8,15,9,15,11,15,12,0,0]"
CSI_DATA: 43,4,13,13,11,12,15,0,-34,-34,10950.291,10954.130,306.47,11464.370,11464.370,359.614,"[-17,-6,-17,-5,-17,-4,-18,-6,-17,-5,-16,-5,-15,-5,-14,-5,-14,-5,-14,-4,-15,-5,-14,-4,-14,-4,-13,-4,-13,-5,-13,-3,-12,-3,-12,-3,-12,-2,-12,-3,-12,-3,-11,-2,-10,-2,-11,0,-11,-1,-11,0,0,0,-10,0,-11,1,-11,1,-10,2,-10,2,-11,2,-11,3,-11,3,-11,4,-11,4,-12,5,-12,4,-13,4,-13,4,-13,4,-14,4,-15,4,-15,3,-15,3,-15,2,-15,2,-15,1,-16,0,-16,1,-15,-1,-15,-1,0,0,-7,2,-7,3,-6,4,-8,5,-8,5,-8,6,-9,7,-9,7,-9,7,-9,8,-11,9,-10,9,-10,9,-10,9,-11,8,-11,10,-9,9,-9,9,-8,10,-9,10,-9,10,-8,10,-7,10,-6,11,-6,12,-5,13,0,0,-4,13,-4,14,-3,15,-2,14,-3,15,-2,17,-1,17,0,17,0,18,1,18,2,21,1,20,1,21,2,23,1,23,2,26,2,26,2,27,1,28,0,28,-1,29,-2,28,-3,28,-3,30,-6,30,-6,30,0,0]"
