CSI_DATA: 1,3,1,1,0,0,0,0,-28,-36,104172.297,4294801.01,0.99,23.619,23.619,23.619,"[10,15,10,14,12,14,11,16,10,15,9,14,9,13,9,13,8,13,9,12,9,14,9,12,9,12,9,11,8,11,11,11,10,9,9,9,9,8,10,9,9,9,10,8,8,9,11,7,11,8,11,7,0,0,12,6,13,7,14,6,13,5,12,7,14,6,13,6,13,6,14,6,14,6,15,7,14,7,14,6,14,6,14,8,15,8,15,8,14,8,13,8,13,8,13,10,13,9,13,10,12,10,10,11,10,10,0,0,8,4,8,3,8,1,9,1,8,0,8,-1,8,-2,8,-2,8,-3,8,-4,8,-5,8,-5,7,-6,7,-6,7,-6,6,-7,6,-7,6,-7,5,-7,5,-7,6,-7,5,-7,5,-7,4,-7,5,-7,4,-7,0,0,4,-6,4,-6,4,-5,5,-5,5,-4,5,-3,6,-3,6,-2,6,-2,7,-2,8,-2,8,0,8,0,9,1,9,1,11,2,12,2,12,3,12,4,13,4,14,5,14,5,15,6,16,6,16,8,16,8,0,0]"
CSI_DATA: 2,9,1,1,0,0,0,0,-48,-50,4294805.33,4294812.364,94.787,111.246,87.627,111.246,"[9,-6,8,-6,8,-7,9,-7,9,-7,8,-7,9,-7,9,-7,8,-8,7,-8,10,-9,8,-10,9,-10,8,-10,8,-9,8,-12,7,-11,7,-11,6,-12,7,-12,8,-12,6,-13,6,-12,5,-15,6,-16,5,-16,0,0,4,-17,5,-18,4,-19,3,-19,4,-18,5,-20,4,-20,4,-20,4,-22,4,-21,4,-24,5,-22,5,-23,5,-23,6,-23,5,-24,6,-26,6,-23,7,-23,7,-23,9,-23,10,-22,10,-22,10,-23,11,-21,12,-20,0,0,-19,5,-18,5,-18,5,-19,4,-18,4,-18,4,-16,3,-16,3,-17,3,-16,3,-17,4,-16,5,-16,4,-16,5,-15,4,-16,6,-15,6,-15,5,-14,6,-16,5,-16,5,-15,5,-15,5,-15,7,-16,6,-16,8,0,0,-15,7,-16,6,-15,7,-14,7,-15,6,-15,7,-15,5,-15,6,-14,6,-14,6,-15,7,-14,6,-14,6,-14,7,-15,7,-15,8,-15,7,-15,7,-15,7,-15,6,-17,6,-16,4,-17,5,-18,5,-17,2,-17,3,0,0]"
CSI_DATA: 3,11,1,1,0,0,0,0,-44,-37,4294821.714,4294828.748,192.25,208.515,97.269,208.515,"[18,10,18,9,19,6,20,8,18,7,17,6,17,5,15,4,15,4,14,2,15,2,14,0,14,0,12,-2,11,-2,12,-5,11,-6,10,-6,9,-8,9,-9,8,-9,8,-11,8,-11,6,-14,8,-16,6,-17,0,0,5,-18,6,-20,5,-22,4,-21,5,-21,5,-23,5,-23,5,-23,6,-24,5,-23,6,-26,7,-24,7,-25,7,-25,8,-25,9,-26,9,-26,9,-24,11,-23,12,-21,14,-20,13,-19,15,-18,15,-17,15,-14,16,-12,0,0,1,8,2,8,3,8,2,9,3,9,3,8,3,8,3,8,3,9,4,8,5,9,5,9,5,9,5,9,4,9,6,9,6,8,6,9,6,8,6,9,6,9,6,9,6,9,7,8,7,10,8,9,0,0,8,9,8,10,8,9,9,9,8,9,8,10,8,10,8,10,9,10,9,10,9,10,8,10,8,10,8,10,8,10,9,10,9,10,8,10,8,11,8,10,8,11,7,11,8,11,7,11,6,12,6,12,0,0]"
CSI_DATA: 4,9,2,2,1,1,1,0,-48,-50,574.53,583.136,115.271,861.399,652.884,116.828,"[10,-4,10,-5,10,-6,12,-5,11,-5,11,-5,11,-6,10,-6,11,-7,10,-8,12,-9,11,-10,12,-9,10,-10,11,-8,11,-11,9,-11,9,-10,9,-12,10,-12,10,-12,9,-13,9,-12,7,-15,9,-16,8,-17,0,0,7,-18,7,-19,6,-21,5,-20,7,-19,7,-21,7,-21,7,-22,6,-23,6,-22,6,-25,7,-23,6,-24,7,-25,7,-24,7,-27,8,-27,8,-26,9,-25,9,-24,11,-25,11,-24,12,-24,12,-26,12,-24,14,-23,0,0,18,1,18,1,18,0,19,2,17,1,17,2,17,2,15,2,16,2,15,2,16,2,16,1,15,1,15,2,15,2,15,0,13,0,13,1,14,0,13,0,13,1,13,0,12,0,13,-2,14,0,14,-1,0,0,13,-2,13,-1,13,-2,12,-2,13,-2,13,-2,12,-2,13,-2,12,-3,12,-3,13,-3,12,-2,12,-3,12,-4,12,-4,12,-4,13,-4,13,-4,14,-4,14,-3,15,-3,15,-2,15,-2,16,-2,16,0,16,0,0,0]"
CSI_DATA: 5,11,2,2,1,1,1,0,-44,-37,590.166,598.772,212.394,958.502,97.103,213.931,"[-5,-13,-4,-13,-6,-12,-5,-14,-5,-12,-5,-12,-5,-12,-5,-11,-5,-11,-6,-10,-6,-11,-7,-10,-7,-9,-7,-8,-6,-8,-8,-7,-8,-6,-8,-6,-8,-5,-8,-5,-8,-5,-10,-3,-9,-4,-10,-2,-12,-3,-12,-2,0,0,-12,0,-13,-1,-14,0,-14,1,-14,0,-15,0,-15,0,-15,0,-16,1,-16,1,-17,1,-16,0,-17,0,-17,-1,-17,-1,-18,-1,-18,-1,-17,-2,-17,-3,-16,-3,-16,-5,-15,-5,-15,-6,-15,-6,-13,-7,-12,-7,0,0,-7,-7,-8,-7,-8,-6,-8,-8,-8,-7,-8,-7,-9,-7,-8,-6,-8,-6,-9,-5,-10,-6,-10,-6,-10,-5,-10,-5,-10,-6,-11,-5,-11,-5,-10,-5,-11,-5,-11,-5,-11,-5,-11,-5,-10,-5,-12,-4,-12,-5,-13,-4,0,0,-13,-4,-13,-4,-14,-4,-12,-4,-13,-5,-13,-4,-13,-5,-13,-4,-14,-4,-12,-4,-14,-5,-13,-5,-13,-5,-14,-5,-13,-5,-14,-5,-14,-5,-14,-5,-14,-6,-13,-6,-13,-7,-13,-7,-13,-7,-13,-7,-12,-8,-12,-9,0,0]"
CSI_DATA: 6,12,1,1,1,1,1,0,-28,-34,584.845,593.451,312.963,1058.963,100.461,314.392,"[7,-12,6,-13,4,-14,5,-14,4,-13,4,-13,3,-13,2,-12,2,-13,1,-13,1,-14,-1,-14,-1,-14,-2,-13,-2,-12,-4,-13,-5,-12,-5,-12,-7,-11,-6,-12,-7,-12,-9,-12,-8,-12,-11,-11,-12,-12,-14,-12,0,0,-15,-11,-16,-12,-18,-12,-18,-10,-17,-12,-20,-12,-20,-13,-21,-12,-22,-12,-22,-12,-25,-14,-23,-14,-24,-14,-25,-15,-25,-15,-27,-16,-28,-16,-26,-17,-26,-19,-25,-19,-25,-22,-24,-21,-24,-22,-25,-22,-22,-23,-22,-23,0,0,-6,10,-6,10,-5,10,-7,10,-6,9,-7,10,-6,9,-6,9,-6,9,-5,9,-6,9,-5,9,-5,9,-5,9,-5,8,-4,9,-4,8,-4,8,-3,8,-4,8,-4,8,-3,9,-3,8,-2,9,-3,9,-2,9,0,0,-2,9,-2,9,-2,10,-1,9,-2,10,-2,10,-2,10,-2,10,-1,10,-1,10,-1,11,-2,10,-2,10,-2,11,-2,10,-2,11,-2,11,-2,11,-3,11,-3,11,-4,11,-4,10,-4,10,-4,10,-6,10,-6,10,0,0]"
CSI_DATA: 7,13,1,1,1,1,1,0,-33,-42,590.636,599.242,412.69,1158.778,99.815,414.207,"[-2,8,-2,9,-1,9,-2,10,-2,9,-2,10,-2,10,-1,9,-1,10,0,10,-1,11,0,11,0,11,0,11,0,11,2,12,2,11,2,11,2,11,2,12,2,12,3,12,2,12,5,12,4,14,5,14,0,0,6,14,6,15,7,16,8,15,7,15,7,16,7,16,7,16,8,17,8,16,9,18,7,17,8,17,8,18,8,19,9,19,9,20,8,19,7,20,7,19,6,20,6,19,5,20,6,21,4,21,3,20,0,0,-10,1,-10,2,-10,2,-11,2,-10,2,-10,2,-10,2,-9,2,-10,3,-9,3,-10,4,-9,4,-10,4,-9,5,-10,5,-9,6,-9,5,-9,6,-9,6,-9,6,-10,6,-9,6,-9,5,-8,7,-10,7,-10,8,0,0,-9,8,-9,7,-10,8,-9,8,-10,8,-10,8,-10,7,-10,8,-10,8,-9,7,-10,8,-10,7,-10,7,-10,7,-10,6,-11,6,-10,6,-10,5,-10,5,-10,4,-10,4,-10,3,-9,2,-9,3,-9,1,-8,1,0,0]"
CSI_DATA: 8,9,3,3,2,2,2,0,-48,-49,1314.511,1323.176,115.26,1601.286,442.508,116.719,"[-7,-7,-8,-7,-9,-6,-10,-8,-10,-7,-10,-8,-10,-7,-10,-7,-10,-7,-10,-5,-12,-7,-12,-6,-12,-6,-12,-6,-12,-7,-14,-5,-13,-4,-12,-4,-14,-3,-13,-4,-14,-5,-15,-3,-13,-4,-15,-2,-17,-3,-16,-2,0,0,-17,0,-18,-1,-19,1,-18,1,-19,0,-20,1,-20,1,-20,1,-21,2,-20,1,-22,2,-21,1,-22,1,-23,1,-23,1,-24,2,-24,2,-23,1,-23,0,-22,0,-23,-2,-23,-2,-23,-3,-24,-2,-23,-4,-22,-5,0,0,-19,-8,-19,-8,-19,-6,-20,-8,-19,-8,-17,-8,-17,-8,-16,-7,-16,-7,-16,-7,-17,-8,-17,-7,-16,-7,-16,-7,-15,-7,-16,-5,-15,-5,-15,-5,-15,-4,-15,-5,-15,-5,-15,-4,-14,-5,-15,-3,-16,-4,-16,-4,0,0,-15,-3,-16,-3,-16,-3,-15,-2,-15,-3,-15,-3,-15,-2,-15,-3,-14,-2,-14,-2,-16,-1,-14,-2,-15,-2,-15,-1,-15,-1,-16,0,-17,-1,-16,-1,-16,-1,-16,-2,-16,-3,-16,-3,-17,-3,-17,-4,-16,-6,-15,-6,0,0]"
CSI_DATA: 9,11,3,3,2,2,2,0,-43,-36,1330.167,1338.832,212.455,1698.424,97.138,213.857,"[8,-9,8,-10,7,-10,8,-10,7,-9,7,-9,6,-9,5,-9,6,-9,4,-9,5,-10,3,-10,3,-10,2,-10,2,-9,1,-10,0,-10,-1,-9,-2,-9,-2,-10,-2,-10,-3,-10,-3,-10,-6,-10,-6,-11,-7,-11,0,0,-8,-11,-8,-12,-10,-12,-10,-11,-9,-12,-10,-13,-10,-13,-10,-13,-11,-13,-11,-13,-12,-14,-10,-14,-10,-14,-11,-15,-10,-15,-11,-16,-10,-15,-9,-15,-8,-15,-7,-15,-6,-16,-6,-15,-5,-14,-5,-14,-3,-13,-2,-13,0,0,-6,8,-5,9,-4,9,-5,10,-4,10,-4,10,-4,10,-4,10,-4,10,-3,10,-3,12,-3,11,-3,12,-3,12,-3,11,-2,12,-1,12,-2,12,-1,12,-2,12,-2,13,-1,13,-2,12,0,13,-1,14,0,14,0,0,0,14,0,14,0,14,0,14,0,14,-1,14,0,15,-1,14,0,14,0,14,0,15,-1,14,-1,14,-1,14,-1,14,0,15,-1,15,-1,15,-1,14,-2,14,-3,15,-3,14,-3,14,-3,14,-5,14,-5,14,0,0]"
CSI_DATA: 10,12,2,2,2,2,2,0,-27,-35,1324.856,1333.521,312.906,1798.948,100.524,314.381,"[7,6,8,6,9,4,9,5,8,5,8,4,8,4,8,3,9,2,9,2,10,2,10,1,10,1,10,0,9,0,10,-2,9,-3,9,-3,9,-4,10,-4,10,-4,10,-6,10,-5,10,-8,11,-8,11,-9,0,0,10,-11,11,-11,11,-13,10,-13,12,-13,12,-14,12,-14,13,-14,13,-16,13,-15,14,-18,15,-16,15,-17,15,-18,15,-17,17,-19,17,-19,18,-19,18,-18,18,-17,20,-16,19,-16,21,-15,21,-16,22,-14,22,-13,0,0,-14,4,-13,5,-13,5,-14,5,-13,4,-13,4,-13,4,-12,3,-12,3,-11,4,-12,4,-12,4,-11,4,-11,4,-10,3,-10,5,-9,4,-9,4,-9,5,-9,4,-9,4,-9,5,-9,4,-8,6,-9,6,-8,6,0,0,-7,6,-8,7,-8,7,-8,7,-8,7,-8,7,-8,7,-8,7,-8,7,-8,7,-8,8,-8,7,-8,7,-8,8,-8,8,-8,8,-9,8,-9,8,-9,7,-9,7,-10,7,-10,6,-11,6,-10,6,-11,5,-11,4,0,0]"
