CSI_DATA: gC, idS, sC, sC_M, bc1, bc2, bcM1, retry, RSSI1, RSSI2, tCSI1_S, tCSI2_S, tdma_S, t_M(ms), dt_rxM, tin_cycle, [data]
CSI_DATA: 11,3,3,3,4,2,2,0,-31,-30,1327.120,1331.855,14.744,1504.829,1504.829,19.694,"[-4,-18,-4,-18,-5,-18,-4,-20,-4,-19,-4,-20,-5,-19,-4,-19,-4,-19,-4,-19,-4,-21,-4,-20,-4,-20,-4,-20,-4,-20,-5,-20,-5,-19,-5,-19,-5,-20,-5,-20,-4,-21,-5,-20,-3,-20,-5,-20,-4,-21,-5,-21,0,0,-5,-19,-4,-20,-4,-20,-4,-19,-3,-19,-3,-19,-2,-18,-2,-18,-2,-17,-2,-17,-2,-17,0,-15,-1,-14,0,-14,-1,-13,-1,-13,-1,-12,-1,-11,-1,-10,-1,-9,-1,-9,-1,-8,-2,-7,-3,-7,-2,-7,-3,-6,0,0,3,-11,2,-11,0,-11,0,-12,-1,-11,-1,-12,-2,-11,-2,-11,-3,-11,-4,-11,-5,-12,-6,-11,-7,-11,-7,-11,-7,-12,-9,-11,-9,-11,-9,-11,-11,-11,-11,-11,-11,-12,-12,-11,-12,-11,-14,-10,-15,-11,-16,-11,0,0,-16,-10,-17,-11,-19,-11,-18,-10,-19,-11,-20,-12,-20,-12,-20,-12,-20,-12,-20,-12,-22,-13,-20,-13,-20,-13,-20,-14,-20,-14,-22,-15,-20,-15,-20,-16,-19,-17,-17,-16,-16,-18,-15,-17,-15,-18,-15,-17,-13,-18,-12,-18,0,0]"
CSI_DATA: 12,4,3,3,4,2,2,0,-30,-33,1327.863,1332.598,311.437,1798.156,1798.156,313.21,"[-4,10,-4,11,-2,10,-3,11,-2,11,-2,11,-1,11,-1,11,-1,11,0,11,0,12,1,12,1,12,2,12,2,12,3,12,3,11,3,11,4,12,4,12,4,12,5,12,5,12,6,11,6,12,8,12,0,0,8,12,8,12,10,12,9,12,10,13,10,13,11,12,11,13,11,12,11,13,13,13,12,14,12,14,12,15,12,14,14,16,13,16,13,17,12,17,11,17,11,18,10,17,9,18,9,19,7,19,7,19,0,0,8,-8,8,-8,7,-8,7,-8,6,-8,6,-8,6,-8,5,-8,4,-7,3,-8,3,-8,2,-8,2,-8,1,-8,1,-8,0,-9,-1,-8,-1,-8,-2,-8,-3,-8,-3,-8,-4,-8,-4,-8,-6,-7,-7,-8,-8,-7,0,0,-9,-7,-10,-7,-12,-7,-12,-7,-13,-7,-14,-8,-14,-7,-15,-7,-16,-7,-16,-7,-19,-7,-18,-7,-19,-7,-20,-8,-21,-8,-22,-8,-23,-8,-24,-9,-23,-10,-23,-11,-24,-13,-23,-13,-24,-14,-25,-13,-23,-16,-23,-17,0,0]"
CSI_DATA: 13,5,3,3,4,2,2,0,-42,-37,1325.694,1330.429,311.518,1850.369,1850.369,365.234,"[-5,-13,-5,-13,-6,-13,-5,-14,-5,-14,-5,-14,-4,-14,-4,-14,-4,-14,-4,-14,-4,-16,-4,-16,-4,-16,-4,-16,-4,-16,-5,-16,-5,-16,-5,-16,-5,-17,-5,-17,-4,-18,-5,-17,-4,-18,-5,-18,-5,-19,-6,-19,0,0,-6,-19,-6,-19,-6,-20,-6,-19,-6,-20,-6,-20,-5,-20,-5,-20,-6,-19,-5,-19,-6,-20,-5,-19,-5,-19,-5,-20,-5,-18,-6,-19,-5,-19,-6,-18,-5,-18,-5,-17,-5,-17,-4,-17,-4,-17,-5,-17,-4,-17,-4,-17,0,0,-7,16,-6,16,-5,16,-6,17,-6,15,-6,15,-6,15,-6,14,-6,14,-5,14,-5,15,-5,15,-5,15,-4,14,-6,14,-4,15,-4,14,-4,13,-3,14,-4,13,-5,13,-4,13,-4,13,-2,13,-3,14,-2,14,0,0,-2,14,-1,14,-1,15,-1,14,-1,15,-2,15,-2,15,-2,15,-2,15,-2,15,-1,16,-2,15,-3,15,-3,15,-4,15,-4,16,-4,14,-5,15,-5,14,-5,13,-6,13,-5,12,-6,12,-4,13,-5,12,-5,12,0,0]"
CSI_DATA: 14,7,3,3,4,2,2,0,-40,-44,1324.333,1329.68,312.340,1918.238,1918.238,433.103,"[-5,3,-4,3,-3,4,-4,4,-3,4,-3,5,-2,4,-2,4,-1,4,-1,4,0,4,1,4,1,3,1,2,3,2,3,1,3,0,3,0,3,-2,3,-3,4,-3,4,-5,5,-5,4,-8,5,-8,5,-10,0,0,5,-12,5,-14,5,-16,5,-16,6,-19,6,-20,6,-21,5,-23,6,-24,6,-24,6,-26,7,-27,6,-28,6,-30,7,-29,7,-32,7,-31,8,-32,8,-32,8,-31,10,-32,10,-31,11,-30,10,-31,11,-30,12,-30,0,0,11,16,11,16,12,14,12,17,10,14,10,15,10,14,9,14,9,14,9,12,11,14,11,12,11,12,11,12,11,12,12,11,12,10,11,10,13,11,12,11,12,12,12,11,11,11,13,10,14,11,14,11,0,0,13,10,13,10,14,10,13,9,13,10,13,10,12,10,12,10,12,9,12,8,14,8,12,8,12,8,13,8,13,8,14,8,13,8,14,9,14,9,13,9,13,10,13,11,12,11,14,12,12,13,12,14,0,0]"
CSI_DATA: 15,6,3,3,4,2,2,0,-35,-46,1327.837,1332.572,311.397,1978.134,1978.134,492.999,"[16,-9,16,-8,15,-9,16,-8,15,-8,15,-7,13,-7,13,-6,12,-6,12,-6,12,-7,11,-7,10,-6,10,-6,9,-6,8,-7,8,-7,7,-6,7,-7,6,-7,6,-7,5,-7,4,-7,4,-7,4,-8,3,-8,0,0,2,-9,2,-9,1,-10,1,-10,1,-10,1,-10,0,-11,0,-11,0,-12,1,-11,0,-13,1,-12,0,-13,0,-14,1,-14,1,-15,1,-15,1,-15,1,-15,2,-15,3,-16,4,-15,4,-16,5,-16,7,-15,7,-16,0,0,5,6,4,6,4,5,3,5,2,4,2,3,1,1,1,1,0,-1,0,-1,1,-3,1,-4,1,-5,1,-5,1,-7,1,-8,1,-8,2,-8,2,-10,2,-11,4,-11,3,-12,5,-12,4,-13,5,-14,5,-14,0,0,6,-14,6,-15,6,-15,6,-15,7,-15,8,-16,8,-15,8,-14,9,-15,8,-14,8,-15,8,-13,8,-13,8,-13,8,-13,8,-13,7,-12,7,-12,6,-11,6,-10,5,-11,4,-10,3,-10,2,-11,2,-12,1,-12,0,0]"
CSI_DATA: 16,3,4,4,5,3,3,0,-31,-30,2067.94,2071.851,14.92,2241.386,2241.386,16.250,"[2,-18,1,-19,0,-19,1,-21,1,-20,2,-21,2,-20,2,-20,2,-19,1,-19,2,-21,1,-21,1,-21,1,-20,2,-20,1,-21,1,-20,1,-19,1,-21,1,-21,2,-21,1,-20,2,-20,0,-20,1,-21,1,-21,0,0,1,-20,1,-20,1,-20,1,-19,3,-19,3,-19,3,-18,3,-17,3,-17,3,-15,2,-16,3,-14,3,-13,3,-13,2,-12,2,-12,2,-10,2,-10,1,-9,1,-8,0,-8,0,-7,-1,-7,-2,-7,-2,-7,-2,-6,0,0,8,1,8,1,8,0,8,-1,8,-1,8,-2,8,-2,7,-3,8,-3,7,-4,8,-5,7,-6,8,-6,7,-6,8,-6,8,-8,7,-8,8,-8,7,-9,7,-9,8,-10,7,-11,7,-10,6,-12,7,-13,7,-13,0,0,7,-14,7,-15,6,-15,6,-16,7,-16,7,-16,7,-17,7,-16,8,-17,8,-17,8,-19,9,-17,8,-17,9,-17,9,-17,10,-18,10,-18,10,-17,11,-16,12,-15,12,-15,12,-14,12,-13,12,-14,13,-12,13,-11,0,0]"
CSI_DATA: 17,6,4,4,5,3,3,0,-36,-45,2067.813,2072.570,310.720,2538.25,2538.25,312.889,"[-2,16,-2,16,-1,15,-3,16,-2,14,-2,14,-2,13,-3,12,-3,12,-2,11,-2,12,-2,11,-2,10,-1,10,-1,10,0,9,0,8,0,8,0,8,0,7,1,7,1,7,1,6,2,6,2,6,3,5,0,0,4,5,5,5,5,4,5,4,5,4,6,4,6,4,7,4,7,4,7,4,8,4,7,4,8,5,9,4,9,5,9,5,9,5,10,6,9,6,9,6,10,8,9,8,9,9,10,9,9,10,8,10,0,0,-1,-9,-1,-8,-1,-7,0,-7,0,-5,0,-4,-1,-3,-1,-2,-2,-1,-2,0,-3,1,-3,2,-4,3,-5,3,-6,3,-6,4,-7,4,-8,5,-8,6,-9,5,-10,5,-10,6,-12,5,-11,7,-13,6,-13,7,0,0,-14,6,-14,6,-14,6,-14,7,-15,6,-15,6,-15,6,-15,6,-16,7,-15,6,-16,7,-15,5,-16,5,-16,5,-16,6,-16,6,-16,6,-15,5,-15,5,-14,5,-14,5,-13,5,-13,4,-12,6,-13,6,-12,6,0,0]"
CSI_DATA: 18,4,4,4,5,3,3,0,-30,-33,2067.838,2072.595,310.841,2583.361,2583.361,358.225,"[-7,-10,-8,-10,-8,-8,-9,-9,-9,-8,-10,-9,-10,-8,-10,-8,-10,-8,-10,-7,-11,-8,-12,-7,-12,-7,-12,-6,-12,-7,-13,-5,-12,-5,-12,-4,-13,-4,-13,-4,-13,-4,-14,-3,-13,-4,-14,-2,-15,-2,-15,-1,0,0,-15,-1,-15,0,-16,0,-16,1,-17,1,-18,1,-17,1,-17,2,-18,2,-18,2,-20,3,-19,2,-20,2,-21,2,-20,2,-22,2,-21,2,-23,1,-22,0,-21,-1,-22,-2,-21,-2,-21,-3,-22,-3,-21,-5,-20,-6,0,0,-12,-6,-12,-6,-11,-4,-12,-5,-11,-4,-11,-4,-11,-3,-10,-3,-10,-2,-9,-1,-10,-1,-9,0,-9,0,-8,1,-8,1,-8,3,-7,3,-7,4,-6,5,-6,5,-6,6,-5,7,-5,7,-4,8,-4,10,-3,11,0,0,-3,12,-2,13,-1,14,-1,14,-1,15,-1,17,-1,17,0,17,0,18,0,19,2,21,1,20,1,22,1,23,1,23,2,25,2,26,1,26,0,27,0,27,-2,28,-2,28,-3,29,-2,30,-5,30,-6,29,0,0]"
CSI_DATA: 19,7,4,4,6,3,3,0,-41,-44,2064.309,2069.66,311.562,2648.211,2648.211,423.75,"[-5,0,-5,0,-4,0,-4,0,-4,1,-4,1,-3,1,-2,1,-3,1,-2,1,-1,1,-1,2,0,1,0,2,1,1,1,1,2,1,2,0,3,0,4,0,4,0,5,-1,6,-1,6,-3,8,-3,8,-4,0,0,9,-5,10,-5,11,-7,11,-7,12,-8,13,-9,13,-9,14,-10,14,-11,15,-11,16,-13,16,-12,17,-12,17,-14,17,-15,18,-15,18,-15,19,-15,20,-15,19,-13,20,-14,20,-13,20,-12,20,-13,20,-12,20,-11,0,0,-9,-18,-9,-18,-10,-17,-10,-18,-9,-17,-8,-17,-8,-17,-8,-16,-8,-16,-8,-14,-9,-16,-9,-15,-9,-15,-9,-14,-9,-14,-10,-14,-10,-13,-9,-13,-10,-12,-10,-13,-10,-14,-11,-13,-10,-13,-12,-12,-11,-14,-12,-13,0,0,-11,-13,-12,-13,-12,-13,-11,-12,-11,-13,-11,-13,-11,-13,-11,-12,-11,-12,-11,-12,-12,-12,-11,-12,-11,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-13,-11,-13,-11,-14,-11,-14,-11,-15,-11,-15,-9,-17,-8,-17,0,0]"
CSI_DATA: 20,3,5,5,7,4,4,0,-31,-30,2807.81,2811.873,14.797,2981.480,2981.480,16.344,"[-15,10,-15,11,-14,11,-16,11,-16,11,-16,11,-16,11,-16,10,-16,10,-16,11,-17,12,-17,12,-16,12,-16,12,-17,11,-16,13,-15,12,-16,12,-16,12,-17,12,-17,11,-16,12,-17,10,-16,13,-17,12,-17,12,0,0,-16,11,-17,11,-17,11,-16,11,-17,10,-17,9,-16,9,-16,8,-15,8,-14,7,-14,7,-14,5,-13,5,-12,5,-11,5,-11,5,-10,4,-9,4,-8,3,-7,4,-7,3,-6,3,-5,3,-5,4,-4,4,-4,4,0,0,-5,-7,-6,-7,-7,-5,-8,-6,-7,-5,-8,-5,-8,-4,-8,-3,-9,-3,-9,-2,-10,-2,-10,-1,-11,-1,-11,-1,-11,-1,-11,1,-11,1,-11,1,-12,2,-12,2,-13,2,-12,3,-13,2,-13,5,-14,5,-14,6,0,0,-14,6,-14,6,-15,8,-14,8,-16,8,-16,8,-16,8,-16,9,-16,9,-16,8,-18,10,-17,8,-17,8,-18,9,-18,8,-19,8,-18,8,-20,7,-19,7,-18,6,-19,5,-18,4,-18,4,-18,4,-18,2,-18,2,0,0]"
