CSI_DATA: 1,3,1,1,0,0,0,0,-39,-31,4294814.23,4294818.592,0.117,23.898,23.898,23.898,"[-18,-5,-18,-5,-18,-4,-18,-6,-17,-6,-17,-6,-16,-6,-15,-6,-15,-6,-14,-5,-15,-6,-14,-5,-14,-6,-13,-5,-13,-6,-13,-4,-12,-4,-11,-4,-11,-3,-11,-4,-11,-4,-11,-3,-10,-3,-10,-2,-11,-2,-11,-2,0,0,-10,-1,-10,-2,-11,-1,-10,-1,-10,-2,-9,-1,-9,-1,-9,-1,-8,-1,-8,0,-8,0,-7,0,-7,0,-7,1,-7,2,-7,2,-8,2,-8,3,-8,2,-8,2,-9,2,-9,2,-9,1,-9,2,-9,1,-9,1,0,0,9,-14,8,-14,6,-14,7,-15,6,-14,5,-14,5,-14,4,-13,3,-13,3,-13,2,-14,1,-14,0,-13,0,-13,0,-13,-3,-13,-3,-12,-3,-12,-5,-12,-5,-12,-5,-12,-6,-11,-6,-11,-8,-10,-9,-11,-9,-11,0,0,-10,-10,-11,-10,-12,-10,-12,-10,-12,-11,-13,-11,-13,-11,-12,-11,-13,-12,-13,-12,-13,-12,-12,-12,-12,-13,-12,-14,-11,-14,-11,-15,-10,-15,-9,-15,-7,-15,-6,-15,-4,-16,-3,-15,-2,-15,-1,-15,1,-14,3,-14,0,0]"
CSI_DATA: 2,4,1,1,0,0,0,0,-39,-28,4294814.767,4294819.332,296.918,313.61,313.61,313.61,"[-16,8,-16,8,-14,8,-16,8,-15,7,-14,7,-13,6,-12,6,-12,6,-11,5,-11,6,-10,6,-10,5,-9,5,-9,5,-7,5,-6,5,-6,4,-5,4,-5,4,-4,4,-3,4,-2,4,-1,4,-1,4,0,4,0,0,2,4,3,4,3,5,4,4,5,5,6,5,6,6,7,6,8,6,8,6,10,7,9,8,9,8,10,8,10,8,11,9,11,9,12,10,12,10,12,11,12,12,12,12,12,13,13,14,12,15,12,15,0,0,-15,2,-16,3,-15,4,-17,4,-16,4,-16,3,-17,3,-17,3,-17,3,-16,3,-18,3,-17,4,-17,4,-16,3,-16,2,-17,3,-15,3,-15,3,-15,4,-15,3,-15,3,-15,4,-14,3,-14,6,-15,6,-15,6,0,0,-14,6,-15,7,-15,8,-14,8,-15,7,-15,8,-15,8,-15,8,-15,9,-15,9,-15,10,-15,10,-15,10,-15,10,-16,10,-16,11,-17,11,-17,11,-18,10,-18,10,-19,10,-19,9,-20,9,-21,10,-22,8,-23,8,0,0]"
CSI_DATA: 3,5,1,1,0,0,0,0,-39,-28,4294812.593,4294817.166,297.547,363.831,363.831,363.831,"[-22,2,-23,3,-22,4,-24,2,-22,2,-22,1,-21,2,-20,1,-20,1,-18,2,-20,1,-19,1,-18,1,-18,1,-17,0,-17,2,-15,2,-14,1,-14,2,-13,1,-13,1,-12,2,-11,1,-10,3,-10,3,-9,3,0,0,-7,4,-6,4,-6,4,-4,5,-3,5,-3,6,-2,6,-1,7,-1,7,0,7,1,8,1,9,2,10,3,10,3,11,4,12,4,13,4,14,4,14,4,14,3,16,3,16,3,17,3,18,2,18,0,19,0,0,-5,-21,-5,-21,-6,-20,-6,-23,-5,-21,-5,-22,-5,-22,-5,-21,-5,-22,-6,-21,-6,-24,-6,-23,-6,-22,-6,-22,-5,-23,-7,-23,-6,-22,-6,-22,-6,-22,-5,-22,-4,-22,-5,-22,-4,-22,-7,-21,-6,-23,-6,-23,0,0,-6,-22,-6,-22,-6,-22,-6,-21,-5,-21,-5,-21,-4,-21,-4,-20,-4,-20,-4,-20,-5,-20,-4,-19,-3,-18,-3,-18,-3,-17,-3,-18,-3,-16,-3,-16,-3,-16,-2,-15,-2,-15,-2,-14,-2,-13,-3,-13,-2,-13,-3,-13,0,0]"
CSI_DATA: 4,3,2,2,2,1,1,0,-40,-31,582.482,591.838,19.231,766.736,766.736,20.923,"[18,8,19,8,18,6,19,9,17,8,17,9,16,8,15,8,14,8,14,7,15,8,14,7,13,8,13,7,12,7,13,6,12,6,11,6,12,5,11,6,11,6,10,5,10,5,10,4,10,4,11,3,0,0,10,3,10,3,10,4,9,2,9,4,8,3,8,3,7,3,7,2,6,2,6,0,6,1,5,0,6,-1,6,-2,7,-3,6,-2,7,-3,7,-3,7,-3,8,-3,8,-2,8,-2,8,-2,8,-1,9,-2,0,0,-4,18,-3,18,-1,18,-1,18,-1,17,0,17,0,17,1,16,2,16,2,15,3,15,4,15,4,14,5,13,5,12,7,12,7,10,7,10,8,9,9,9,9,9,10,8,10,8,11,6,12,7,13,6,0,0,14,5,15,5,15,4,16,4,16,4,17,5,17,5,17,5,18,5,18,5,19,6,17,6,17,7,17,8,17,8,17,9,16,10,15,11,14,12,12,12,11,13,9,13,8,14,7,14,4,14,2,14,0,0]"
CSI_DATA: 5,4,2,2,1,1,1,0,-40,-28,583.224,592.58,316.282,1063.634,1063.634,317.821,"[11,-11,11,-11,10,-11,12,-12,10,-10,10,-10,9,-9,8,-9,8,-8,7,-8,8,-9,6,-8,6,-8,5,-8,5,-7,4,-7,3,-7,3,-6,3,-6,2,-5,2,-5,1,-5,0,-4,-1,-4,-1,-4,-2,-4,0,0,-4,-3,-4,-3,-5,-3,-6,-3,-6,-3,-8,-3,-8,-3,-9,-3,-10,-3,-10,-3,-11,-3,-11,-4,-12,-4,-13,-5,-13,-5,-14,-5,-14,-5,-15,-5,-15,-6,-15,-6,-15,-7,-15,-8,-16,-8,-17,-8,-17,-9,-17,-10,0,0,4,-13,4,-14,3,-15,4,-16,3,-15,3,-15,3,-15,4,-15,3,-15,3,-15,4,-16,3,-16,3,-16,3,-16,4,-15,3,-16,1,-14,2,-14,1,-14,2,-15,2,-15,1,-15,1,-14,0,-15,0,-15,-1,-16,0,0,-2,-15,-2,-17,-3,-17,-3,-17,-2,-16,-3,-18,-3,-17,-2,-17,-4,-18,-4,-18,-4,-19,-3,-19,-4,-19,-3,-19,-3,-20,-4,-21,-4,-21,-4,-21,-3,-22,-2,-21,-1,-22,-1,-22,-1,-23,-1,-23,1,-24,2,-23,0,0]"
CSI_DATA: 6,5,2,2,2,1,1,0,-38,-29,581.57,590.413,316.756,1118.916,1118.916,373.103,"[16,18,16,18,17,16,17,20,15,18,15,18,14,17,13,16,13,16,12,14,13,17,12,16,12,16,12,14,10,14,12,13,10,11,9,11,10,10,9,10,8,10,8,8,7,7,8,6,8,6,8,5,0,0,7,2,7,2,8,0,7,-1,7,-1,7,-2,7,-3,7,-4,7,-6,7,-6,7,-8,8,-8,8,-9,8,-11,8,-11,9,-13,10,-13,11,-14,11,-14,12,-14,13,-14,14,-14,15,-14,16,-15,18,-13,19,-13,0,0,2,17,2,17,4,17,3,18,3,18,3,18,2,18,2,17,2,18,3,17,3,19,3,18,3,18,3,18,2,17,4,19,4,17,3,17,4,17,2,18,2,18,3,17,2,17,4,17,3,18,4,18,0,0,3,18,3,18,4,18,3,18,3,17,2,18,2,17,2,17,2,17,2,16,2,17,1,15,1,15,1,15,1,15,1,14,1,14,1,14,0,13,0,12,0,12,1,11,0,11,1,11,1,11,0,11,0,0]"
CSI_DATA: 7,3,3,3,5,2,2,0,-38,-31,1323.774,1331.834,19.111,1506.696,1506.696,20.885,"[-16,11,-16,12,-13,12,-16,12,-14,10,-15,10,-14,9,-13,9,-13,8,-12,9,-14,9,-13,9,-12,9,-12,9,-12,8,-11,9,-11,9,-10,8,-10,9,-10,8,-11,8,-10,9,-10,8,-9,10,-10,9,-10,9,0,0,-10,9,-10,8,-11,8,-10,7,-10,7,-10,7,-10,6,-9,5,-8,5,-7,5,-7,5,-6,4,-6,5,-5,5,-5,5,-4,6,-4,6,-4,7,-4,7,-4,7,-5,7,-5,7,-5,7,-5,8,-6,8,-7,7,0,0,9,-17,8,-17,6,-17,7,-18,6,-17,6,-17,5,-17,4,-16,4,-16,3,-15,2,-17,1,-16,0,-15,-1,-15,-1,-14,-3,-15,-3,-13,-3,-13,-5,-13,-5,-13,-5,-13,-7,-12,-7,-12,-9,-11,-9,-12,-10,-11,0,0,-11,-10,-12,-11,-13,-11,-13,-10,-13,-11,-14,-12,-14,-12,-14,-12,-14,-12,-14,-13,-15,-13,-13,-13,-13,-14,-12,-15,-12,-16,-11,-16,-10,-16,-9,-16,-7,-17,-6,-16,-4,-17,-2,-16,-1,-16,0,-16,2,-15,4,-13,0,0]"
CSI_DATA: 8,4,3,3,4,2,2,0,-39,-28,1324.518,1332.578,316.07,1803.628,1803.628,317.817,"[5,-18,5,-18,4,-17,6,-18,5,-15,6,-16,5,-15,5,-14,5,-13,4,-12,4,-13,3,-13,3,-12,3,-11,3,-10,2,-10,2,-9,2,-8,1,-8,1,-8,1,-7,0,-7,0,-6,-2,-5,-2,-5,-3,-5,0,0,-4,-4,-5,-4,-6,-4,-6,-3,-7,-4,-8,-4,-9,-4,-9,-4,-10,-5,-10,-4,-12,-4,-11,-5,-12,-5,-12,-5,-12,-6,-13,-6,-13,-6,-14,-7,-14,-7,-13,-7,-14,-8,-14,-8,-14,-9,-15,-8,-15,-10,-15,-10,0,0,-15,-1,-15,-1,-15,1,-17,-1,-16,0,-16,0,-17,-1,-16,-1,-17,-1,-16,0,-17,-1,-17,0,-17,0,-16,0,-16,0,-17,0,-15,1,-15,0,-15,1,-15,1,-15,0,-14,2,-14,1,-14,3,-16,3,-15,4,0,0,-15,4,-16,5,-16,5,-15,6,-15,5,-16,6,-16,5,-16,6,-16,6,-16,6,-17,7,-17,7,-17,7,-18,7,-18,7,-19,8,-19,8,-19,7,-20,7,-20,6,-21,6,-21,5,-22,5,-22,6,-23,3,-24,3,0,0]"
CSI_DATA: 9,7,3,3,1,2,2,0,-27,-41,889.991,1329.16,736.895,1857.869,1857.869,372.58,"[3,-17,2,-16,2,-16,3,-17,3,-15,3,-15,2,-14,2,-13,2,-13,1,-13,2,-13,1,-12,0,-12,0,-11,0,-11,-1,-12,-2,-11,-2,-11,-3,-11,-3,-11,-3,-11,-4,-11,-3,-12,-5,-11,-4,-12,-5,-12,0,0,-6,-12,-6,-12,-6,-12,-6,-12,-6,-12,-6,-12,-7,-12,-7,-12,-7,-12,-7,-12,-8,-13,-7,-13,-8,-13,-9,-13,-8,-13,-10,-14,-10,-14,-10,-15,-10,-15,-9,-15,-9,-17,-9,-16,-9,-18,-8,-19,-7,-20,-7,-20,0,0,6,-7,6,-7,5,-6,7,-6,6,-6,6,-5,6,-5,5,-5,5,-4,6,-4,6,-4,5,-4,6,-4,6,-3,5,-2,5,-3,5,-3,6,-3,6,-3,6,-4,6,-4,7,-4,7,-4,8,-6,9,-6,9,-7,0,0,11,-7,12,-7,12,-8,13,-8,14,-8,15,-8,15,-9,16,-9,16,-10,17,-11,18,-12,17,-11,18,-11,19,-12,18,-12,19,-14,20,-14,20,-14,20,-15,20,-15,22,-16,21,-15,22,-16,23,-18,24,-16,25,-16,0,0]"
CSI_DATA: 10,5,3,3,4,2,2,0,-38,-29,1322.349,1330.409,737.102,1923.971,1923.971,438.16,"[-25,3,-25,4,-24,4,-27,2,-24,2,-25,1,-24,2,-22,2,-22,0,-21,1,-23,1,-22,2,-21,1,-20,1,-20,0,-19,1,-17,1,-16,1,-16,2,-16,1,-15,1,-14,2,-13,1,-12,4,-12,3,-12,4,0,0,-9,5,-8,5,-8,6,-7,6,-6,7,-5,8,-5,8,-4,9,-3,10,-2,10,-1,12,-1,12,-1,13,0,14,-1,15,-1,17,-1,18,-2,19,-2,19,-2,19,-4,20,-4,21,-5,21,-6,23,-8,21,-8,21,0,0,15,11,16,11,16,10,17,12,17,11,16,12,16,11,15,11,16,12,16,10,17,12,17,11,17,11,17,11,16,12,18,11,16,10,16,11,16,10,16,11,16,12,17,11,15,12,17,9,18,11,17,10,0,0,17,10,17,11,17,10,17,10,16,10,16,11,16,11,15,11,15,11,15,11,15,11,14,11,13,11,13,11,13,11,13,10,12,10,12,10,11,10,10,9,10,9,10,9,10,9,10,8,9,8,9,8,0,0]"
