CSI_DATA: gC, idS, sC, sC_M, bc1, bc2, bcM1, retry, RSSI1, RSSI2, tCSI1_S, tCSI2_S, tdma_S, t_M(ms), dt_rxM, tin_cycle, [data]
CSI_DATA: 11, 9, 5, 5, 4, 4, 4, 0, -50, -48, 2801.744, 2808.269, 114.46, 3076.780, 445.835, 115.334, "[-1,9,-1,9,1,9,0,10,1,9,0,9,1,9,1,9,1,9,2,9,3,10,4,10,4,9,4,9,4,9,6,8,6,8,6,8,7,8,7,8,7,8,9,8,8,8,10,7,11,7,11,7,0,0,12,6,14,6,15,6,14,5,15,6,16,7,17,6,16,6,17,6,17,6,19,7,18,7,19,7,19,7,19,8,21,8,21,8,20,9,19,9,19,10,19,11,19,11,18,12,18,12,17,13,16,13,0,0,-17,-14,-19,-14,-18,-13,-19,-16,-16,-14,-17,-15,-16,-14,-15,-13,-15,-14,-15,-13,-16,-13,-16,-12,-15,-13,-15,-12,-15,-14,-15,-11,-15,-10,-14,-11,-15,-11,-15,-11,-14,-11,-15,-10,-13,-10,-15,-9,-16,-10,-17,-10,0,0,-16,-10,-15,-10,-16,-10,-14,-9,-15,-11,-14,-10,-14,-10,-13,-10,-13,-10,-13,-9,-13,-9,-12,-9,-11,-9,-13,-9,-12,-8,-12,-9,-11,-8,-12,-8,-11,-9,-11,-9,-11,-9,-10,-8,-10,-8,-11,-8,-10,-10,-9,-10,0,0]"
CSI_DATA: 12, 11, 3, 3, 3, 3, 4, 0, -46, -36, 2814.932, 2821.457, 211.946, 3174.764, 97.984, 213.318, "[-3,9,-2,9,-2,9,-2,9,-2,9,-2,8,-2,8,-1,7,-1,7,-1,7,-1,7,0,7,0,6,0,6,0,5,1,5,1,4,0,4,1,3,1,3,1,2,1,2,1,1,1,0,2,-1,1,-1,0,0,1,-3,2,-4,2,-5,2,-5,2,-6,3,-6,3,-7,3,-7,3,-8,3,-9,3,-10,4,-9,4,-10,4,-10,4,-10,4,-12,4,-12,4,-12,5,-11,5,-11,6,-11,6,-11,6,-11,7,-11,7,-10,7,-10,0,0,-1,-10,-1,-11,-1,-10,0,-12,0,-11,0,-12,0,-11,0,-11,0,-11,-1,-11,-1,-12,-1,-12,-1,-13,-1,-12,0,-13,-1,-13,-1,-13,0,-12,-1,-13,0,-13,0,-13,-1,-13,0,-13,-2,-13,-1,-14,-2,-15,0,0,-2,-15,-2,-14,-2,-16,-2,-14,-2,-15,-2,-15,-1,-15,-2,-15,-2,-15,-2,-14,-3,-16,-2,-15,-2,-15,-2,-16,-2,-15,-3,-16,-3,-15,-3,-16,-2,-15,-2,-15,-2,-16,-2,-15,-2,-15,-3,-16,-2,-16,-1,-16,0,0]"
CSI_DATA: 13, 12, 5, 5, 4, 4, 4, 0, -37, -35, 2811.212, 2817.736, 311.297, 3274.124, 99.360, 312.678, "[7,7,7,7,8,6,8,7,7,7,7,6,7,6,7,5,7,5,7,4,8,5,8,4,8,3,8,3,7,3,8,2,7,1,7,1,7,0,7,0,7,0,6,-1,6,0,6,-2,6,-2,6,-3,0,0,5,-4,5,-5,5,-5,4,-6,4,-6,4,-7,3,-8,3,-8,2,-9,3,-10,2,-11,3,-11,2,-12,2,-13,2,-14,3,-16,3,-17,3,-17,5,-17,5,-17,7,-18,7,-18,9,-18,9,-19,10,-18,11,-17,0,0,3,12,4,12,4,11,4,12,4,11,4,11,4,11,4,10,4,10,5,9,6,10,6,9,6,10,6,9,6,10,7,9,7,9,6,8,8,8,7,8,7,9,8,8,7,7,9,6,10,7,11,7,0,0,11,7,11,6,12,7,11,6,12,7,13,7,13,7,13,7,14,7,13,6,15,6,14,7,14,7,16,8,15,8,16,9,15,8,16,9,15,10,15,10,15,11,14,11,14,11,15,12,14,13,14,14,0,0]"
CSI_DATA: 14, 9, 6, 6, 5, 5, 5, 0, -50, -48, 3541.726, 3548.246, 114.67, 3816.839, 542.715, 115.401, "[-8,5,-8,5,-7,6,-8,6,-7,7,-7,7,-7,7,-6,7,-6,7,-5,7,-6,9,-5,9,-5,9,-4,10,-4,9,-3,11,-2,10,-2,10,-2,11,-2,11,-2,11,-1,12,-2,11,1,12,0,14,1,15,0,0,3,14,2,16,4,16,5,15,3,15,4,17,4,17,5,17,5,18,5,17,7,19,5,18,5,19,5,20,5,20,6,21,6,22,5,21,3,22,2,21,1,22,0,21,0,21,0,23,-2,22,-2,21,0,0,-9,17,-8,17,-7,17,-9,18,-9,16,-10,16,-10,16,-9,15,-9,15,-8,14,-9,16,-8,16,-8,15,-8,15,-9,14,-7,15,-7,14,-7,13,-6,14,-7,14,-8,14,-6,14,-7,13,-5,15,-6,15,-6,15,0,0,-6,14,-6,14,-6,14,-6,14,-6,14,-7,13,-7,13,-6,12,-7,12,-6,12,-5,13,-6,12,-5,11,-6,11,-5,10,-5,11,-5,11,-5,11,-5,10,-5,10,-6,10,-6,9,-6,9,-6,10,-7,10,-7,9,0,0]"
CSI_DATA: 15, 11, 4, 4, 4, 4, 5, 0, -45, -36, 3554.935, 3561.455, 211.940, 3914.699, 97.860, 213.261, "[-16,-12,-16,-12,-17,-10,-17,-12,-17,-10,-16,-10,-15,-9,-14,-8,-15,-8,-14,-6,-15,-7,-14,-6,-14,-5,-13,-5,-12,-5,-12,-4,-11,-2,-9,-2,-9,-1,-8,0,-8,0,-6,1,-4,1,-3,2,-3,3,-1,4,0,0,1,5,2,7,4,8,5,8,5,9,7,10,8,11,9,12,10,12,10,13,12,15,11,15,13,16,13,17,13,17,14,18,15,19,14,19,13,21,12,20,11,21,11,22,11,23,11,23,8,23,7,22,0,0,-1,10,-2,10,-1,10,-2,11,-2,10,-2,11,-3,11,-3,11,-3,11,-2,10,-2,12,-2,12,-2,12,-2,12,-3,12,-2,13,-2,13,-2,12,-2,13,-3,13,-3,13,-2,14,-3,13,-1,14,-1,15,-1,15,0,0,-1,15,-2,15,-1,16,-1,15,-1,16,-2,16,-2,16,-2,16,-2,16,-1,15,0,17,0,16,-1,16,-1,17,-1,16,0,17,0,16,0,17,-1,17,-1,16,-2,17,-2,16,-1,16,-1,17,-2,17,-2,17,0,0]"
CSI_DATA: 16, 12, 6, 6, 5, 5, 5, 0, -38, -35, 3551.223, 3557.744, 311.304, 4014.113, 99.414, 312.675, "[-5,-11,-5,-10,-6,-10,-6,-11,-6,-10,-5,-9,-6,-9,-5,-8,-6,-8,-6,-7,-6,-8,-7,-7,-7,-7,-7,-6,-6,-6,-8,-6,-7,-5,-7,-5,-7,-4,-7,-4,-7,-4,-7,-3,-7,-3,-7,-2,-7,-2,-8,-2,0,0,-7,0,-8,0,-8,1,-7,2,-7,2,-7,3,-7,3,-7,4,-7,5,-7,6,-8,7,-8,7,-8,8,-9,9,-9,9,-10,11,-11,11,-11,11,-12,11,-13,10,-14,10,-15,10,-16,9,-16,10,-17,8,-17,8,0,0,4,-12,4,-13,3,-12,4,-13,3,-12,3,-12,3,-12,3,-11,3,-11,1,-11,2,-12,1,-12,1,-12,0,-12,1,-12,0,-12,0,-12,0,-10,-1,-11,-1,-11,-1,-11,-2,-11,-1,-11,-3,-11,-3,-12,-4,-12,0,0,-5,-12,-5,-12,-6,-12,-6,-11,-6,-13,-6,-13,-6,-13,-6,-13,-7,-14,-7,-13,-8,-14,-7,-14,-8,-14,-8,-16,-7,-15,-8,-17,-7,-16,-8,-17,-6,-17,-6,-17,-5,-18,-5,-17,-5,-18,-5,-19,-4,-19,-3,-19,0,0]"
CSI_DATA: 17, 9, 7, 7, 6, 6, 6, 0, -50, -48, 4281.694, 4288.331, 114.43, 4556.858, 542.745, 115.419, "[-6,-7,-7,-7,-8,-6,-9,-7,-8,-6,-8,-6,-9,-6,-8,-6,-9,-5,-9,-4,-11,-5,-11,-4,-11,-3,-11,-3,-10,-4,-12,-2,-11,-1,-11,-1,-11,0,-12,-1,-12,0,-12,2,-12,1,-12,3,-14,3,-15,3,0,0,-14,5,-16,5,-16,6,-15,8,-16,6,-17,7,-17,7,-17,7,-18,9,-18,8,-19,10,-18,8,-19,9,-20,9,-20,9,-22,10,-21,10,-21,9,-22,7,-21,7,-23,6,-22,5,-22,5,-22,5,-22,3,-22,3,0,0,-8,-19,-8,-19,-9,-17,-8,-20,-7,-17,-7,-19,-7,-18,-7,-16,-6,-17,-6,-16,-7,-17,-7,-16,-7,-17,-7,-16,-6,-16,-7,-15,-7,-14,-7,-14,-8,-15,-7,-15,-7,-15,-7,-14,-6,-14,-8,-14,-8,-15,-8,-14,0,0,-8,-14,-7,-14,-8,-15,-7,-14,-7,-14,-7,-14,-7,-14,-6,-13,-6,-13,-5,-12,-6,-13,-5,-12,-5,-12,-5,-12,-5,-11,-5,-11,-5,-11,-5,-12,-5,-11,-4,-10,-4,-11,-4,-10,-4,-10,-5,-10,-3,-11,-3,-11,0,0]"
CSI_DATA: 18, 11, 5, 5, 5, 5, 6, 0, -46, -37, 4294.923, 4301.560, 211.927, 4661.443, 104.585, 220.04, "[-5,-10,-5,-11,-6,-10,-6,-11,-5,-10,-5,-10,-6,-10,-5,-9,-5,-9,-6,-7,-6,-8,-6,-7,-6,-7,-6,-6,-5,-6,-6,-6,-5,-4,-5,-4,-4,-3,-4,-3,-4,-3,-3,-2,-3,-1,-2,0,-2,0,-2,1,0,0,-1,2,-1,3,0,4,1,4,1,5,1,6,2,6,2,7,2,8,2,8,3,10,2,10,3,10,2,11,2,11,3,12,3,12,3,12,2,13,2,12,1,13,1,13,1,13,1,14,0,13,-1,13,0,0,-10,2,-10,2,-10,3,-11,2,-10,2,-11,2,-11,2,-10,2,-11,2,-10,2,-12,2,-11,3,-12,2,-11,2,-12,2,-12,3,-12,3,-11,2,-12,3,-12,3,-12,2,-12,3,-12,2,-12,4,-13,4,-13,4,0,0,-13,4,-13,4,-14,4,-13,5,-14,4,-14,4,-14,4,-14,4,-14,4,-13,4,-15,5,-14,4,-14,4,-14,5,-14,4,-15,5,-14,5,-15,5,-14,5,-14,5,-14,5,-14,4,-14,4,-14,5,-15,3,-15,3,0,0]"
CSI_DATA: 19, 12, 7, 7, 6, 6, 6, 0, -38, -35, 4291.221, 4297.859, 311.258, 4754.83, 92.640, 312.644, "[16,-7,16,-7,15,-9,17,-8,15,-8,14,-8,14,-9,12,-8,13,-9,11,-10,12,-10,11,-11,11,-11,10,-11,10,-11,9,-13,7,-12,7,-11,6,-12,7,-12,6,-11,5,-12,4,-11,3,-12,4,-13,2,-12,0,0,-1,-12,-1,-13,-2,-13,-4,-12,-4,-12,-5,-12,-6,-12,-7,-12,-9,-12,-10,-12,-12,-13,-12,-14,-14,-14,-15,-15,-16,-16,-18,-18,-19,-19,-18,-19,-18,-21,-18,-22,-17,-25,-17,-25,-16,-27,-17,-28,-13,-29,-12,-30,0,0,11,-4,11,-4,10,-5,12,-5,10,-4,11,-5,10,-5,9,-5,9,-5,9,-5,10,-6,9,-7,9,-7,8,-7,9,-7,8,-8,8,-8,8,-7,8,-8,8,-8,7,-8,7,-9,7,-8,6,-10,7,-10,6,-11,0,0,6,-12,6,-12,6,-13,5,-13,6,-13,6,-13,6,-14,6,-13,6,-14,6,-14,6,-16,7,-15,7,-15,8,-16,8,-15,8,-16,8,-16,9,-17,9,-16,10,-15,11,-15,11,-14,11,-14,12,-15,13,-14,14,-14,0,0]"
CSI_DATA: 20, 13, 3, 3, 6, 3, 6, 0, -38, -44, 4284.906, 4291.543, 408.40, 4850.895, 96.812, 409.456, "[-7,0,-7,0,-7,1,-8,0,-7,0,-8,0,-8,0,-7,0,-8,0,-7,1,-9,1,-9,2,-9,1,-9,2,-9,1,-9,2,-9,3,-9,2,-9,3,-10,3,-10,3,-10,4,-10,3,-10,5,-12,5,-12,5,0,0,-12,6,-13,6,-14,7,-13,7,-13,6,-15,6,-14,6,-14,6,-14,7,-14,6,-15,7,-14,6,-14,6,-15,6,-15,6,-16,7,-15,7,-15,7,-15,6,-15,6,-16,6,-15,6,-16,5,-17,7,-16,5,-17,5,0,0,4,-10,3,-10,2,-9,3,-11,2,-9,2,-10,2,-10,2,-10,3,-9,2,-10,2,-11,1,-10,1,-10,1,-10,2,-10,1,-11,1,-10,1,-10,0,-11,1,-11,1,-10,1,-10,1,-11,-1,-12,0,-12,0,-13,0,0,-1,-12,-1,-12,-1,-15,-1,-14,-1,-15,0,-15,0,-15,-1,-15,-1,-15,-1,-15,-1,-17,-1,-16,-1,-16,-1,-17,-1,-17,-1,-19,-1,-18,-1,-19,-1,-19,0,-19,0,-20,1,-19,1,-19,1,-21,2,-20,3,-20,0,0]"
CSI_DATA: 21, 9, 8, 8, 7, 7, 7, 0, -50, -48, 5021.678, 5029.459, 114.111, 5296.888, 445.993, 115.449, "[-3,9,-3,9,-1,10,-1,11,-2,10,-1,10,0,10,0,10,0,10,2,10,1,11,3,11,2,11,4,10,3,10,6,11,6,9,6,9,7,9,7,10,7,10,9,9,7,10,11,8,11,10,11,9,0,0,13,8,15,8,16,8,16,8,15,8,16,9,17,9,17,9,18,8,18,9,21,9,19,10,20,9,20,9,21,10,21,10,23,12,21,12,20,12,20,12,20,14,20,14,19,16,19,16,18,16,17,16,0,0,-14,17,-14,17,-12,18,-15,17,-14,16,-15,16,-14,15,-13,15,-14,14,-12,14,-14,15,-13,15,-12,14,-12,14,-13,13,-12,14,-11,14,-11,13,-10,14,-11,14,-11,13,-10,14,-11,12,-9,15,-11,15,-10,15,0,0,-10,14,-11,14,-10,14,-9,13,-10,13,-11,13,-11,13,-10,12,-10,12,-9,11,-9,12,-9,10,-9,10,-9,11,-9,10,-9,10,-9,10,-9,10,-8,9,-8,9,-9,9,-9,8,-9,8,-9,8,-9,8,-10,8,0,0]"
CSI_DATA: 22, 11, 6, 6, 6, 6, 7, 0, -46, -37, 5034.927, 5042.709, 211.975, 5394.690, 97.802, 213.251, "[-18,-4,-18,-3,-19,-1,-20,-2,-19,-2,-18,-2,-18,-2,-15,-1,-16,-1,-15,-1,-16,0,-15,1,-14,0,-14,1,-12,0,-12,2,-11,2,-10,2,-8,2,-8,2,-7,2,-5,2,-4,2,-3,2,-1,2,0,2,0,0,2,2,4,3,5,3,6,3,7,4,10,4,10,5,11,5,13,4,14,5,15,5,15,7,16,7,17,6,17,7,20,8,20,8,19,9,18,10,17,10,18,12,18,11,18,13,18,13,16,14,16,14,0,0,-11,-9,-11,-9,-12,-9,-12,-10,-11,-10,-12,-10,-12,-10,-11,-10,-11,-10,-11,-10,-12,-11,-12,-11,-12,-11,-12,-11,-12,-12,-13,-11,-13,-11,-13,-11,-13,-11,-13,-11,-13,-12,-14,-11,-13,-12,-14,-11,-15,-12,-15,-12,0,0,-16,-12,-16,-12,-16,-12,-16,-11,-16,-12,-17,-12,-17,-12,-16,-12,-17,-12,-16,-12,-18,-12,-16,-12,-16,-12,-17,-12,-17,-12,-18,-12,-17,-11,-18,-12,-18,-12,-17,-12,-17,-12,-16,-12,-17,-12,-17,-12,-16,-14,-16,-14,0,0]"
